customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9291-OGQFP,Female,0,No,No,26,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),53.91,1372.09,Yes
1427-RVPMF,Male,0,No,No,0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,62.63, ,No
9214-CUCQO,Male,0,No,No,0,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),73.63, ,No
6709-KJYCH,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,84.19,5408.99,No
7054-UPTDR,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,76.89,4830.55,No
2920-YBVDY,Female,0,No,Yes,15,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),72.25,1140.93,No
4071-RLJWB,Female,0,No,No,10,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),66.14,553.02,No
2854-JPQGT,Female,0,No,No,31,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),82.86,2562.05,No
9494-JKRWN,Female,0,No,No,42,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,50.58,2045.75,No
2495-DYHGS,Female,0,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),78.44,1904.19,No
3988-TWKIO,Male,0,No,No,61,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,75.16,4557.79,No
2091-WLUNW,Female,0,No,Yes,69,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),87.98,6155.69,No
5891-PSXUZ,Female,0,No,No,18,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),58.97,1117.43,Yes
8626-RUVOZ,Male,1,No,No,17,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),57.96,940.95,No
2727-AMTYD,Male,0,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.04,608.18,No
9707-DMCOU,Female,0,Yes,No,34,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),62.23,2120.73,No
9636-QBDFC,Male,0,No,No,58,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),53.96,3085.36,No
1952-FSHLE,Female,0,No,No,39,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,55.64,2067.41,No
3290-QYLRR,Male,0,Yes,No,46,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,102.87,4799.86,No
2104-RWSFE,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.06,1999.62,No
4619-JRBMS,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,68.81,829.38,Yes
1536-IMLQO,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.32,969.2,No
4529-CQOAQ,Male,0,Yes,No,26,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),110.4,2857.83,Yes
8139-LTTRM,Female,1,No,No,57,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,91.75,5233.99,No
2105-DMJDP,Female,0,No,No,35,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,63.99,2296.42,Yes
6644-ZCEFB,Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.28,737.81,No
2444-NADGW,Male,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,32.41,1325.32,No
4147-ALHQT,Female,0,No,No,62,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,83.43,5187.0,Yes
1606-LLMMZ,Female,0,Yes,No,14,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),75.36,1060.54,Yes
5704-LNWMQ,Male,1,Yes,Yes,36,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.95,2410.36,No
3165-YTFDO,Male,1,Yes,No,62,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,46.4,2738.07,No
4190-EBFTG,Male,0,No,No,32,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,71.11,2239.25,Yes
1562-ZDYHX,Male,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.05,3006.36,No
1885-KRVEA,Male,0,No,No,45,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Mailed check,66.35,2913.04,No
7548-POKTY,Female,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.92,1212.1,No
8443-HHXKZ,Male,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.97,1433.77,No
3929-ZFYPU,Female,1,No,No,62,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,58.33,3589.88,No
1190-FHPRO,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,79.88,294.95,Yes
5596-XIGPB,Female,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.87,895.03,No
4428-OUIDS,Male,0,Yes,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.03,1950.74,No
3357-DMQOT,Female,0,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,87.76,4681.07,No
7930-GEBLL,Female,1,No,No,29,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,57.86,1599.49,No
2814-XQXUF,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,101.69,181.25,Yes
1337-EOKSF,Male,0,No,No,65,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),73.04,4710.34,No
1612-RWRYD,Male,1,Yes,No,20,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Electronic check,40.68,779.03,No
9450-OHIWG,Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,37.92,164.38,No
4702-EQJKD,Male,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),108.46,933.94,Yes
4358-HMQKC,Male,0,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),32.31,2080.62,No
7999-LLYUO,Male,0,No,Yes,12,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Mailed check,42.79,569.71,No
8347-RGQOO,Female,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),38.62,142.88,Yes
8548-LGNMQ,Female,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),92.73,3024.64,No
9532-LYFRF,Male,0,Yes,No,43,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,65.03,2881.62,No
6250-FQSCM,Female,1,Yes,Yes,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),35.99,233.69,No
4624-CFKKE,Male,0,No,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.9,467.68,No
4289-XKLJF,Female,1,Yes,No,68,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,92.84,6212.35,Yes
4288-DERZV,Female,1,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,45.51,No
6236-ERWZM,Male,0,Yes,Yes,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.35,176.49,No
1448-MNTQO,Male,0,No,Yes,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,74.9,2725.07,Yes
1611-QLUSE,Male,0,No,Yes,54,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.96,4024.2,No
8293-AJOXT,Female,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,79.77,489.2,No
3200-ROIZD,Female,0,No,No,48,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Mailed check,88.09,4171.97,No
8075-APWUF,Female,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.05,4016.33,No
8613-IPLCL,Female,0,No,No,69,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,44.8,3051.17,No
9967-GVSJL,Male,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.51,1144.02,No
6892-WPKZZ,Female,0,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,31.82,2115.1,No
2126-XSJSG,Male,0,Yes,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),102.77,1419.35,No
9198-NBQRI,Male,0,No,No,14,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,97.82,1312.59,No
6472-IJHHS,Female,0,Yes,No,3,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,75.21,169.91,No
7501-VRXFJ,Female,1,Yes,No,55,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Mailed check,91.9,4954.6,No
1875-HVGUY,Male,1,No,No,67,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),68.22,4604.31,No
7530-FZALA,Female,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.54,3125.42,No
2061-JQGYB,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,96.89,183.92,Yes
2255-UPZLW,Female,0,No,No,66,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,85.58,5655.04,No
2873-PBMTE,Female,0,Yes,No,48,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),80.3,3882.13,No
5231-KPFTF,Male,0,Yes,No,13,No,No phone service,DSL,No,Yes,No,Yes,No,No,Two year,No,Mailed check,52.86,626.63,Yes
2391-XATTB,Male,0,Yes,Yes,66,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),47.75,3144.87,No
6435-EZQVF,Male,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,77.98,9.68,Yes
9433-CFHYR,Female,0,Yes,No,59,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,75.85,4511.54,No
3245-HNHFF,Female,0,No,No,33,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),75.22,2477.52,No
7676-ANRKM,Male,1,Yes,No,54,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,94.17,5067.1,Yes
2528-GTLOM,Male,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.15,1337.91,No
3924-KNIYF,Male,0,No,Yes,2,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,59.21,88.87,Yes
8738-NVFWR,Female,1,Yes,No,52,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,70.48,3667.26,No
5402-UZZJD,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.7,0.0,No
2657-TWSAT,Male,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.75,1238.05,No
4560-AYLRQ,Male,0,Yes,No,46,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),102.71,4653.53,Yes
6587-HBRIN,Female,1,Yes,No,15,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),99.33,1569.99,No
8100-DEBPB,Male,0,Yes,Yes,29,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.23,1938.54,No
5583-RVCCJ,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),34.28,651.16,No
3089-HLMEJ,Male,0,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,582.53,No
2061-TMLDT,Male,0,No,Yes,1,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,64.87,57.39,Yes
1370-SQPJI,Female,0,Yes,Yes,56,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Electronic check,61.41,3363.51,No
6760-CVLOL,Male,0,No,No,0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),55.98, ,Yes
4053-WHNDA,Male,0,No,Yes,0,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),102.65, ,Yes
5613-POSLG,Male,0,Yes,Yes,31,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,63.2,2013.73,No
4223-GOZAR,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),100.81,1156.14,No
7519-SHMTI,Male,0,No,No,32,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,88.41,2839.0,No
9071-AYXDV,Male,0,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.38,936.37,No
4107-QMEDU,Male,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.74,50.95,No
2484-FPBTO,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),91.97,363.81,Yes
5156-DBVQM,Female,1,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,65.4,2008.77,No
2668-HLQTX,Female,1,Yes,No,57,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,102.56,5853.02,No
4206-ZIUZW,Male,0,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,87.27,2052.28,Yes
6081-MNAXO,Male,0,No,Yes,5,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),94.94,496.68,No
6506-HWDXJ,Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,33.39,1747.53,No
7709-BCVPQ,Female,0,Yes,No,52,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,62.49,3196.46,Yes
5670-FQCHM,Female,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.88,926.17,No
9080-ZXHXL,Male,1,No,No,0,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),65.41, ,No
1945-JULHH,Male,0,No,No,0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,99.85, ,Yes
6083-PZPZK,Male,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.79,2220.0,No
3820-XTZQX,Male,1,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,92.97,1120.04,No
7499-ZPOCQ,Female,0,No,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,33.87,1543.59,No
2666-HPNIQ,Male,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.45,254.85,Yes
3564-PBSSE,Male,0,No,No,50,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),107.16,5340.94,No
5969-AHVZW,Male,0,Yes,No,51,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),74.5,3719.0,No
7003-LGPWV,Female,1,Yes,No,67,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),49.28,3253.38,No
6529-BFLJA,Male,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.6,75.67,No
5053-UTXSS,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,70.17,288.65,Yes
3029-BETWI,Male,0,No,No,68,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,82.45,5641.81,No
1135-WUMLE,Female,1,No,No,26,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,59.22,1538.66,No
3651-WTOYD,Male,0,No,Yes,62,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,77.36,4763.14,No
5309-SEPIB,Female,0,No,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),111.21,3478.26,No
5453-IFTJG,Female,0,Yes,No,0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),70.05, ,Yes
7011-IOQKO,Female,1,No,No,21,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),68.77,1386.23,No
2824-KYROK,Female,0,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.2,1310.21,No
4834-OBZLY,Female,0,Yes,No,26,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Electronic check,60.99,1643.37,No
2123-VZOVK,Female,1,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),98.74,3604.33,No
2750-NHWFQ,Female,0,No,Yes,38,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,64.24,2454.04,No
6166-PBUSW,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,83.01,204.34,Yes
4409-GUWGB,Female,0,Yes,No,29,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),85.19,2465.82,Yes
9684-TBVVC,Female,0,Yes,Yes,8,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,54.05,531.87,No
2433-WGDJE,Female,0,No,Yes,57,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,99.53,5653.7,No
3383-OQNTA,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),104.73,103.02,Yes
7990-ZRBXI,Male,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),30.65,362.95,Yes
2092-OOWEZ,Female,0,No,No,27,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,72.48,1905.23,No
4363-XFEMM,Male,0,No,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.56,887.06,No
3446-IHSUK,Male,1,Yes,Yes,39,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,89.54,3518.38,Yes
3050-OWUVV,Male,0,No,No,68,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),57.27,3928.62,No
5496-JGYHV,Male,0,Yes,Yes,35,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,49.48,1693.25,No
6111-FVTYE,Male,0,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.76,1763.6,No
3254-XFDSV,Male,0,No,Yes,57,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,68.5,3900.08,Yes
7303-FLEIA,Male,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.95,98.77,No
2785-BBQZM,Male,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,41.93,969.73,No
2102-COZLJ,Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),33.18,39.31,Yes
6637-HGCKN,Female,0,No,Yes,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),108.95,2833.33,Yes
1051-CEBRH,Male,0,No,No,3,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,51.1,141.48,No
9269-AHDUA,Female,1,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,64.62,55.35,Yes
7514-KKRZK,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,82.11,618.36,No
7814-TXUQG,Male,0,No,Yes,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,109.87,1626.18,No
4874-KKVAN,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.56,4793.36,No
6986-NWFSX,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,78.3,178.01,Yes
1350-SZZYX,Female,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,42.9,1832.85,No
7220-KZSYC,Female,1,Yes,No,67,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),66.2,4346.98,No
1495-HFJID,Female,1,Yes,No,56,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,45.64,2556.31,Yes
1938-OYBCB,Female,0,No,No,1,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,93.74,115.9,No
8671-ZGUND,Female,1,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.54,1510.41,Yes
